ASVID	taxonomy
ASV545	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Woeseiaceae;AM997777_g;unknown
ASV450	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;unknown
ASV349	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;unknown
ASV530	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Alkanindiges;unknown
ASV574	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;unknown
ASV583	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;unknown
ASV600	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;unknown
ASV102	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;unknown
ASV255	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;unknown
ASV132	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes;unknown
ASV172	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes;unknown
ASV311	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Afipia;unknown
ASV239	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;unknown
ASV472	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;unknown
ASV277	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;unknown
ASV321	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;unknown
ASV260	Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter;unknown
ASV238	Bacteria;Actinobacteria;Actinobacteria_c;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;unknown
ASV125	Bacteria;Actinobacteria;Actinobacteria_c;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora;unknown
ASV582	Bacteria;Actinobacteria;Actinobacteria_c;Streptosporangiales;Thermomonosporaceae;Actinomadura;unknown
ASV476	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;unknown
ASV140	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;unknown
ASV288	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;unknown
ASV368	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;unknown
ASV176	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;unknown
ASV195	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;unknown
ASV268	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;unknown
ASV294	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;unknown
ASV514	Bacteria;Actinobacteria;Actinobacteria_c;Propionibacteriales;Propionibacteriaceae;Acidipropionibacterium;unknown
ASV467	Bacteria;Actinobacteria;Actinobacteria_c;Propionibacteriales;Propionibacteriaceae;Acidipropionibacterium;unknown
ASV270	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacter_o;Steroidobacter_f;Acidibacter;unknown
ASV200	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacter_o;Steroidobacter_f;Acidibacter;unknown
ASV95	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;AB522700_g;unknown
ASV320	Bacteria;Proteobacteria;Oligoflexia;Bdellovibrionales;AB511016_f;AB511016_g;unknown
ASV297	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;unknown;unknown
ASV103	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;unknown;unknown
ASV527	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;unknown;unknown
ASV74	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;unknown;unknown
ASV385	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;unknown;unknown
ASV331	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;unknown;unknown
ASV469	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;unknown;unknown
ASV279	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;unknown;unknown
ASV11	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;unknown;unknown
ASV25	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;unknown;unknown
ASV92	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;unknown;unknown
ASV1	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;unknown;unknown
ASV324	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;unknown;unknown
ASV128	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;unknown;unknown
ASV135	Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;unknown;unknown
ASV210	Bacteria;Gemmatimonadetes;Gemmatimonadetes_c;Gemmatimonadales;Gemmatimonadaceae;unknown;unknown
ASV395	Bacteria;Gemmatimonadetes;Gemmatimonadetes_c;Gemmatimonadales;Gemmatimonadaceae;unknown;unknown
ASV594	Bacteria;Gemmatimonadetes;Gemmatimonadetes_c;Gemmatimonadales;Gemmatimonadaceae;unknown;unknown
ASV446	Bacteria;Gemmatimonadetes;Longimicrobia;GQ263235_o;GQ263235_f;unknown;unknown
ASV493	Bacteria;Actinobacteria;Actinobacteria_c;Micrococcales;Intrasporangiaceae;unknown;unknown
ASV449	Bacteria;Actinobacteria;Actinobacteria_c;Micrococcales;Microbacteriaceae;unknown;unknown
ASV145	Bacteria;Actinobacteria;Actinobacteria_c;Micrococcales;Micrococcaceae;unknown;unknown
ASV84	Bacteria;Actinobacteria;Actinobacteria_c;Micrococcales;Micrococcaceae;unknown;unknown
ASV477	Bacteria;Actinobacteria;Actinobacteria_c;Propionibacteriales;Nocardioidaceae;unknown;unknown
ASV219	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;unknown;unknown
ASV296	Bacteria;Actinobacteria;Actinobacteria_c;Pseudonocardiales;Pseudonocardiaceae;unknown;unknown
ASV452	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Aurantimonadaceae;unknown;unknown
ASV284	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;unknown;unknown
ASV42	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;unknown;unknown
ASV12	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;unknown;unknown
ASV36	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;unknown;unknown
ASV373	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;unknown;unknown
ASV201	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;unknown;unknown
ASV443	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;unknown;unknown
ASV234	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;unknown;unknown
